0,Levels/pokeCenterLevel.csv,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,I,-,O,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,G,G,G,G,G,G,G,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,-,-,-,-,-,G,G,G,G,G,G,G,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,E1,-,-,-,-,-,-,-,-,-,-,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,G,G,G,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,-,-,-,-,-,G,G,G,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,G,G,G,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,-,-,-,-,-,G,G,G,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,G,G,G,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,-,-,-,-,-,-,G,G,G,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
W,-,W,-,W,-,W,-,W,-,W,-,W,L,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,W,-,-,-,W,-,-,-,-,-,W,-,W,-,W,-,-,-,-,-,-,-,-,-,-,W,-,W,-,W,-,W,-,W,-,W,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
